"p","graph","n","sim","method","FDR","FPR","TPR","SHD"
"25","random","1500","49","CAM","0.866666666666667","0.089041095890411","0.5","30"
"25","random","1500","49","RFCI","1","0.102739726027397","0","23"
"25","random","1500","49","LRpS-GES","1","0.089041095890411","0","31"
"25","random","1500","50","CAM","0.866666666666667","0.089041095890411","0.5","30"
"25","random","1500","50","RFCI","1","0.116438356164384","0","25"
"25","random","1500","50","LRpS-GES","1","0.0924657534246575","0","33"
"25","random","1500","51","CAM","0.818181818181818","0.0924657534246575","0.75","29"
"25","random","1500","51","RFCI","1","0.102739726027397","0","23"
"25","random","1500","51","LRpS-GES","1","0.0856164383561644","0","32"
"25","random","1500","52","CAM","0.92","0.0787671232876712","0.25","29"
"25","random","1500","52","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","52","LRpS-GES","1","0.0787671232876712","0","29"
"25","random","1500","53","CAM","0.862068965517241","0.0856164383561644","0.5","29"
"25","random","1500","53","RFCI","1","0.102739726027397","0","23"
"25","random","1500","53","LRpS-GES","1","0.089041095890411","0","31"
"25","random","1500","54","CAM","0.857142857142857","0.0821917808219178","0.5","28"
"25","random","1500","54","RFCI","1","0.102739726027397","0","23"
"25","random","1500","54","LRpS-GES","1","0.0787671232876712","0","28"
"25","random","1500","55","CAM","0.833333333333333","0.0856164383561644","0.625","28"
"25","random","1500","55","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","55","LRpS-GES","1","0.0684931506849315","0","28"
"25","random","1500","56","CAM","0.96875","0.106164383561644","0.125","38"
"25","random","1500","56","RFCI","1","0.102739726027397","0","23"
"25","random","1500","56","LRpS-GES","1","0.0993150684931507","0","34"
"25","random","1500","57","CAM","0.827586206896552","0.0821917808219178","0.625","27"
"25","random","1500","57","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","57","LRpS-GES","1","0.0719178082191781","0","29"
"25","random","1500","58","CAM","0.892857142857143","0.0856164383561644","0.375","30"
"25","random","1500","58","RFCI","1","0.102739726027397","0","23"
"25","random","1500","58","LRpS-GES","1","0.0753424657534247","0","28"
"25","random","1500","59","CAM","0.892857142857143","0.0856164383561644","0.375","30"
"25","random","1500","59","RFCI","1","0.102739726027397","0","23"
"25","random","1500","59","LRpS-GES","1","0.0856164383561644","0","31"
"25","random","1500","60","CAM","0.903225806451613","0.0958904109589041","0.375","33"
"25","random","1500","60","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","60","LRpS-GES","1","0.0787671232876712","0","31"
"25","random","1500","61","CAM","0.866666666666667","0.089041095890411","0.5","30"
"25","random","1500","61","RFCI","1","0.102739726027397","0","23"
"25","random","1500","61","LRpS-GES","1","0.0719178082191781","0","29"
"25","random","1500","62","CAM","0.785714285714286","0.0753424657534247","0.75","24"
"25","random","1500","62","RFCI","1","0.102739726027397","0","23"
"25","random","1500","62","LRpS-GES","1","0.0719178082191781","0","29"
"25","random","1500","63","CAM","0.846153846153846","0.0753424657534247","0.5","26"
"25","random","1500","63","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","63","LRpS-GES","1","0.0787671232876712","0","29"
"25","random","1500","64","CAM","0.846153846153846","0.0753424657534247","0.5","26"
"25","random","1500","64","RFCI","1","0.102739726027397","0","23"
"25","random","1500","64","LRpS-GES","1","0.0821917808219178","0","30"
"25","random","1500","65","CAM","0.814814814814815","0.0753424657534247","0.625","25"
"25","random","1500","65","RFCI","1","0.102739726027397","0","23"
"25","random","1500","65","LRpS-GES","1","0.0719178082191781","0","29"
"25","random","1500","66","CAM","0.866666666666667","0.089041095890411","0.5","30"
"25","random","1500","66","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","66","LRpS-GES","1","0.0753424657534247","0","27"
"25","random","1500","67","CAM","0.846153846153846","0.0753424657534247","0.5","26"
"25","random","1500","67","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","67","LRpS-GES","1","0.0787671232876712","0","28"
"25","random","1500","68","CAM","0.888888888888889","0.0821917808219178","0.375","29"
"25","random","1500","68","RFCI","1","0.10958904109589","0","24"
"25","random","1500","68","LRpS-GES","1","0.0821917808219178","0","30"
"25","random","1500","69","CAM","0.807692307692308","0.0719178082191781","0.625","24"
"25","random","1500","69","RFCI","1","0.116438356164384","0","25"
"25","random","1500","69","LRpS-GES","1","0.089041095890411","0","31"
"25","random","1500","70","CAM","0.833333333333333","0.0856164383561644","0.625","28"
"25","random","1500","70","RFCI","1","0.10958904109589","0","24"
"25","random","1500","70","LRpS-GES","1","0.0924657534246575","0","32"
"25","random","1500","71","CAM","0.814814814814815","0.0753424657534247","0.625","25"
"25","random","1500","71","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","71","LRpS-GES","1","0.0719178082191781","0","27"
"25","random","1500","72","CAM","0.793103448275862","0.0787671232876712","0.75","25"
"25","random","1500","72","RFCI","1","0.116438356164384","0","25"
"25","random","1500","72","LRpS-GES","1","0.0753424657534247","0","29"
"25","random","1500","73","CAM","0.8","0.0821917808219178","0.75","26"
"25","random","1500","73","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","73","LRpS-GES","1","0.0856164383561644","0","30"
"25","random","1500","74","CAM","0.888888888888889","0.0821917808219178","0.375","29"
"25","random","1500","74","RFCI","1","0.102739726027397","0","23"
"25","random","1500","74","LRpS-GES","1","0.0856164383561644","0","30"
"25","random","1500","75","CAM","0.846153846153846","0.0753424657534247","0.5","26"
"25","random","1500","75","RFCI","1","0.089041095890411","0","21"
"25","random","1500","75","LRpS-GES","1","0.0684931506849315","0","27"
"25","random","1500","76","CAM","0.814814814814815","0.0753424657534247","0.625","25"
"25","random","1500","76","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","76","LRpS-GES","1","0.0958904109589041","0","31"
"25","random","1500","77","CAM","0.88","0.0753424657534247","0.375","27"
"25","random","1500","77","RFCI","1","0.10958904109589","0","24"
"25","random","1500","77","LRpS-GES","1","0.089041095890411","0","33"
"25","random","1500","78","CAM","0.866666666666667","0.089041095890411","0.5","30"
"25","random","1500","78","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","78","LRpS-GES","1","0.0958904109589041","0","32"
"25","random","1500","79","CAM","0.916666666666667","0.0753424657534247","0.25","28"
"25","random","1500","79","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","79","LRpS-GES","1","0.0753424657534247","0","28"
"25","random","1500","80","CAM","0.848484848484849","0.0958904109589041","0.625","31"
"25","random","1500","80","RFCI","1","0.102739726027397","0","23"
"25","random","1500","80","LRpS-GES","1","0.089041095890411","0","32"
"25","random","1500","81","CAM","0.896551724137931","0.089041095890411","0.375","31"
"25","random","1500","81","RFCI","1","0.102739726027397","0","23"
"25","random","1500","81","LRpS-GES","0.956521739130435","0.0753424657534247","0.125","28"
"25","random","1500","82","CAM","0.806451612903226","0.0856164383561644","0.75","27"
"25","random","1500","82","RFCI","1","0.102739726027397","0","23"
"25","random","1500","82","LRpS-GES","1","0.0821917808219178","0","29"
"25","random","1500","83","CAM","0.866666666666667","0.089041095890411","0.5","30"
"25","random","1500","83","RFCI","1","0.102739726027397","0","23"
"25","random","1500","83","LRpS-GES","1","0.0821917808219178","0","30"
"25","random","1500","84","CAM","0.956521739130435","0.0753424657534247","0.125","29"
"25","random","1500","84","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","84","LRpS-GES","1","0.0787671232876712","0","30"
"25","random","1500","85","CAM","0.821428571428571","0.0787671232876712","0.625","26"
"25","random","1500","85","RFCI","1","0.102739726027397","0","23"
"25","random","1500","85","LRpS-GES","1","0.0719178082191781","0","28"
"25","random","1500","86","CAM","0.888888888888889","0.0821917808219178","0.375","29"
"25","random","1500","86","RFCI","1","0.102739726027397","0","23"
"25","random","1500","86","LRpS-GES","1","0.0821917808219178","0","29"
"25","random","1500","87","CAM","0.896551724137931","0.089041095890411","0.375","31"
"25","random","1500","87","RFCI","1","0.116438356164384","0","25"
"25","random","1500","87","LRpS-GES","1","0.0856164383561644","0","30"
"25","random","1500","88","CAM","0.875","0.0719178082191781","0.375","26"
"25","random","1500","88","RFCI","1","0.116438356164384","0","25"
"25","random","1500","88","LRpS-GES","1","0.0924657534246575","0","31"
"25","random","1500","89","CAM","0.793103448275862","0.0787671232876712","0.75","25"
"25","random","1500","89","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","89","LRpS-GES","1","0.0856164383561644","0","30"
"25","random","1500","90","CAM","0.821428571428571","0.0787671232876712","0.625","26"
"25","random","1500","90","RFCI","1","0.10958904109589","0","24"
"25","random","1500","90","LRpS-GES","1","0.0856164383561644","0","31"
"25","random","1500","91","CAM","0.857142857142857","0.0821917808219178","0.5","28"
"25","random","1500","91","RFCI","1","0.102739726027397","0","23"
"25","random","1500","91","LRpS-GES","1","0.089041095890411","0","32"
"25","random","1500","92","CAM","0.851851851851852","0.0787671232876712","0.5","27"
"25","random","1500","92","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","92","LRpS-GES","1","0.0684931506849315","0","27"
"25","random","1500","93","CAM","0.925925925925926","0.0856164383561644","0.25","31"
"25","random","1500","93","RFCI","1","0.102739726027397","0","23"
"25","random","1500","93","LRpS-GES","1","0.0787671232876712","0","29"
"25","random","1500","94","CAM","0.866666666666667","0.089041095890411","0.5","30"
"25","random","1500","94","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","94","LRpS-GES","0.956521739130435","0.0753424657534247","0.125","28"
"25","random","1500","95","CAM","0.769230769230769","0.0684931506849315","0.75","22"
"25","random","1500","95","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","95","LRpS-GES","1","0.0753424657534247","0","28"
"25","random","1500","96","CAM","0.928571428571429","0.089041095890411","0.25","32"
"25","random","1500","96","RFCI","1","0.102739726027397","0","23"
"25","random","1500","96","LRpS-GES","1","0.0856164383561644","0","31"
"25","random","1500","97","CAM","0.833333333333333","0.0856164383561644","0.625","28"
"25","random","1500","97","RFCI","1","0.116438356164384","0","25"
"25","random","1500","97","LRpS-GES","1","0.0924657534246575","0","33"
"25","random","1500","98","CAM","0.862068965517241","0.0856164383561644","0.5","29"
"25","random","1500","98","RFCI","1","0.0958904109589041","0","22"
"25","random","1500","98","LRpS-GES","1","0.0719178082191781","0","28"
"25","random","1500","99","CAM","0.9","0.0924657534246575","0.375","32"
"25","random","1500","99","RFCI","1","0.102739726027397","0","23"
"25","random","1500","99","LRpS-GES","1","0.0753424657534247","0","28"
"25","random","1500","100","CAM","0.821428571428571","0.0787671232876712","0.625","26"
"25","random","1500","100","RFCI","1","0.102739726027397","0","23"
"25","random","1500","100","LRpS-GES","1","0.0821917808219178","0","29"
"25","hub","500","1","CAM","0.867924528301887","0.166064981949458","0.304347826086957","61"
"25","hub","500","1","RFCI","1","0.259927797833935","0","59"
"25","hub","500","1","LRpS-GES","1","0.166064981949458","0","64"
"25","hub","500","2","CAM","0.907407407407407","0.176895306859206","0.217391304347826","66"
"25","hub","500","2","RFCI","1","0.252707581227437","0","58"
"25","hub","500","2","LRpS-GES","1","0.176895306859206","0","62"
"25","hub","500","3","CAM","0.925925925925926","0.180505415162455","0.173913043478261","69"
"25","hub","500","3","RFCI","1","0.245487364620939","0","57"
"25","hub","500","3","LRpS-GES","1","0.191335740072202","0","63"
"25","hub","500","4","CAM","0.9","0.162454873646209","0.217391304347826","63"
"25","hub","500","4","RFCI","1","0.252707581227437","0","58"
"25","hub","500","4","LRpS-GES","1","0.231046931407942","0","72"
"25","hub","500","5","CAM","0.865384615384615","0.162454873646209","0.304347826086957","60"
"25","hub","500","5","RFCI","1","0.252707581227437","0","58"
"25","hub","500","5","LRpS-GES","0.975","0.140794223826715","0.0434782608695652","57"
"25","hub","500","6","CAM","0.943396226415094","0.180505415162455","0.130434782608696","68"
"25","hub","500","6","RFCI","1","0.259927797833935","0","59"
"25","hub","500","6","LRpS-GES","1","0.187725631768953","0","70"
"25","hub","500","7","CAM","0.88235294117647","0.162454873646209","0.260869565217391","62"
"25","hub","500","7","RFCI","1","0.274368231046931","0","61"
"25","hub","500","7","LRpS-GES","1","0.169675090252708","0","63"
"25","hub","500","8","CAM","0.913793103448276","0.191335740072202","0.217391304347826","70"
"25","hub","500","8","RFCI","1","0.23826714801444","0","56"
"25","hub","500","8","LRpS-GES","1","0.184115523465704","0","67"
"25","hub","500","9","CAM","0.869565217391304","0.144404332129964","0.260869565217391","57"
"25","hub","500","9","RFCI","1","0.23826714801444","0","56"
"25","hub","500","9","LRpS-GES","1","0.187725631768953","0","63"
"25","hub","500","10","CAM","0.933333333333333","0.202166064981949","0.173913043478261","75"
"25","hub","500","10","RFCI","1","0.252707581227437","0","58"
"25","hub","500","10","LRpS-GES","0.982142857142857","0.1985559566787","0.0434782608695652","70"
"25","hub","500","11","CAM","0.879310344827586","0.184115523465704","0.304347826086957","67"
"25","hub","500","11","RFCI","1","0.28158844765343","0","62"
"25","hub","500","11","LRpS-GES","1","0.169675090252708","0","62"
"25","hub","500","12","CAM","0.94","0.169675090252708","0.130434782608696","66"
"25","hub","500","12","RFCI","1","0.245487364620939","0","57"
"25","hub","500","12","LRpS-GES","0.980769230769231","0.184115523465704","0.0434782608695652","59"
"25","hub","500","13","CAM","0.905660377358491","0.173285198555957","0.217391304347826","66"
"25","hub","500","13","RFCI","1","0.23826714801444","0","56"
"25","hub","500","13","LRpS-GES","1","0.202166064981949","0","68"
"25","hub","500","14","CAM","0.945454545454545","0.187725631768953","0.130434782608696","71"
"25","hub","500","14","RFCI","1","0.252707581227437","0","58"
"25","hub","500","14","LRpS-GES","0.980769230769231","0.184115523465704","0.0434782608695652","66"
"25","hub","500","15","CAM","0.947368421052632","0.194945848375451","0.130434782608696","74"
"25","hub","500","15","RFCI","1","0.259927797833935","0","59"
"25","hub","500","15","LRpS-GES","1","0.194945848375451","0","67"
"25","hub","500","16","CAM","0.867924528301887","0.166064981949458","0.304347826086957","62"
"25","hub","500","16","RFCI","1","0.209386281588448","0","52"
"25","hub","500","16","LRpS-GES","1","0.162454873646209","0","60"
"25","hub","500","17","CAM","0.905660377358491","0.173285198555957","0.217391304347826","65"
"25","hub","500","17","RFCI","1","0.245487364620939","0","57"
"25","hub","500","17","LRpS-GES","0.980769230769231","0.184115523465704","0.0434782608695652","71"
"25","hub","500","18","CAM","0.843137254901961","0.155234657039711","0.347826086956522","58"
"25","hub","500","18","RFCI","1","0.23826714801444","0","56"
"25","hub","500","18","LRpS-GES","0.983050847457627","0.209386281588448","0.0434782608695652","74"
"25","hub","500","19","CAM","0.907407407407407","0.176895306859206","0.217391304347826","67"
"25","hub","500","19","RFCI","1","0.252707581227437","0","58"
"25","hub","500","19","LRpS-GES","0.981481481481482","0.191335740072202","0.0434782608695652","65"
"25","hub","500","20","CAM","0.854545454545454","0.169675090252708","0.347826086956522","62"
"25","hub","500","20","RFCI","1","0.252707581227437","0","58"
"25","hub","500","20","LRpS-GES","1","0.155234657039711","0","56"
"25","hub","500","21","CAM","0.916666666666667","0.15884476534296","0.173913043478261","62"
"25","hub","500","21","RFCI","1","0.267148014440433","0","60"
"25","hub","500","21","LRpS-GES","1","0.155234657039711","0","58"
"25","hub","500","22","CAM","0.948275862068966","0.1985559566787","0.130434782608696","75"
"25","hub","500","22","RFCI","1","0.259927797833935","0","59"
"25","hub","500","22","LRpS-GES","1","0.184115523465704","0","70"
"25","hub","500","23","CAM","0.814814814814815","0.15884476534296","0.434782608695652","57"
"25","hub","500","23","RFCI","1","0.252707581227437","0","58"
"25","hub","500","23","LRpS-GES","1","0.155234657039711","0","59"
"25","hub","500","24","CAM","0.901960784313726","0.166064981949458","0.217391304347826","64"
"25","hub","500","24","RFCI","1","0.245487364620939","0","57"
"25","hub","500","24","LRpS-GES","1","0.148014440433213","0","60"
"25","hub","500","25","CAM","0.854545454545454","0.169675090252708","0.347826086956522","62"
"25","hub","500","25","RFCI","1","0.23826714801444","0","56"
"25","hub","500","25","LRpS-GES","1","0.173285198555957","0","61"
"25","hub","500","26","CAM","0.910714285714286","0.184115523465704","0.217391304347826","69"
"25","hub","500","26","RFCI","1","0.23826714801444","0","56"
"25","hub","500","26","LRpS-GES","1","0.162454873646209","0","63"
"25","hub","500","27","CAM","0.875","0.176895306859206","0.304347826086957","64"
"25","hub","500","27","RFCI","1","0.223826714801444","0","54"
"25","hub","500","27","LRpS-GES","1","0.137184115523466","0","55"
"25","hub","500","28","CAM","0.892857142857143","0.180505415162455","0.260869565217391","67"
"25","hub","500","28","RFCI","1","0.259927797833935","0","59"
"25","hub","500","28","LRpS-GES","1","0.137184115523466","0","61"
"25","hub","500","29","CAM","0.847826086956522","0.140794223826715","0.304347826086957","55"
"25","hub","500","29","RFCI","1","0.23826714801444","0","56"
"25","hub","500","29","LRpS-GES","1","0.202166064981949","0","60"
"25","hub","500","30","CAM","0.92156862745098","0.169675090252708","0.173913043478261","66"
"25","hub","500","30","RFCI","1","0.259927797833935","0","59"
"25","hub","500","30","LRpS-GES","1","0.184115523465704","0","66"
"25","hub","500","31","CAM","0.901639344262295","0.1985559566787","0.260869565217391","72"
"25","hub","500","31","RFCI","1","0.259927797833935","0","59"
"25","hub","500","31","LRpS-GES","1","0.187725631768953","0","69"
"25","hub","500","32","CAM","0.833333333333333","0.180505415162455","0.434782608695652","63"
"25","hub","500","32","RFCI","1","0.23826714801444","0","56"
"25","hub","500","32","LRpS-GES","0.978260869565217","0.162454873646209","0.0434782608695652","65"
"25","hub","500","33","CAM","0.946428571428571","0.191335740072202","0.130434782608696","72"
"25","hub","500","33","RFCI","1","0.252707581227437","0","58"
"25","hub","500","33","LRpS-GES","1","0.176895306859206","0","66"
"25","hub","500","34","CAM","0.913793103448276","0.191335740072202","0.217391304347826","71"
"25","hub","500","34","RFCI","1","0.23826714801444","0","56"
"25","hub","500","34","LRpS-GES","1","0.166064981949458","0","68"
"25","hub","500","35","CAM","0.92156862745098","0.169675090252708","0.173913043478261","66"
"25","hub","500","35","RFCI","1","0.209386281588448","0","52"
"25","hub","500","35","LRpS-GES","1","0.144404332129964","0","54"
"25","hub","500","36","CAM","0.949152542372881","0.202166064981949","0.130434782608696","75"
"25","hub","500","36","RFCI","1","0.245487364620939","0","57"
"25","hub","500","36","LRpS-GES","1","0.162454873646209","0","63"
"25","hub","500","37","CAM","0.87037037037037","0.169675090252708","0.304347826086957","62"
"25","hub","500","37","RFCI","1","0.23826714801444","0","56"
"25","hub","500","37","LRpS-GES","1","0.180505415162455","0","63"
"25","hub","500","38","CAM","0.890909090909091","0.176895306859206","0.260869565217391","65"
"25","hub","500","38","RFCI","1","0.23826714801444","0","56"
"25","hub","500","38","LRpS-GES","0.980392156862745","0.180505415162455","0.0434782608695652","59"
"25","hub","500","39","CAM","0.897959183673469","0.15884476534296","0.217391304347826","62"
"25","hub","500","39","RFCI","1","0.245487364620939","0","57"
"25","hub","500","39","LRpS-GES","1","0.151624548736462","0","60"
"25","hub","500","40","CAM","0.907407407407407","0.176895306859206","0.217391304347826","66"
"25","hub","500","40","RFCI","1","0.252707581227437","0","58"
"25","hub","500","40","LRpS-GES","1","0.162454873646209","0","64"
"25","hub","500","41","CAM","0.814814814814815","0.15884476534296","0.434782608695652","57"
"25","hub","500","41","RFCI","1","0.23826714801444","0","56"
"25","hub","500","41","LRpS-GES","0.96551724137931","0.202166064981949","0.0869565217391304","67"
"25","hub","500","42","CAM","0.8","0.144404332129964","0.434782608695652","53"
"25","hub","500","42","RFCI","1","0.209386281588448","0","52"
"25","hub","500","42","LRpS-GES","1","0.169675090252708","0","57"
"25","hub","500","43","CAM","0.931034482758621","0.194945848375451","0.173913043478261","73"
"25","hub","500","43","RFCI","1","0.28158844765343","0","62"
"25","hub","500","43","LRpS-GES","1","0.202166064981949","0","68"
"25","hub","500","44","CAM","0.854545454545454","0.169675090252708","0.347826086956522","62"
"25","hub","500","44","RFCI","1","0.245487364620939","0","57"
"25","hub","500","44","LRpS-GES","1","0.194945848375451","0","65"
"25","hub","500","45","CAM","0.9","0.162454873646209","0.217391304347826","63"
"25","hub","500","45","RFCI","1","0.23826714801444","0","56"
"25","hub","500","45","LRpS-GES","1","0.180505415162455","0","63"
"25","hub","500","46","CAM","0.907407407407407","0.176895306859206","0.217391304347826","66"
"25","hub","500","46","RFCI","1","0.252707581227437","0","58"
"25","hub","500","46","LRpS-GES","1","0.191335740072202","0","65"
"25","hub","500","47","CAM","0.905660377358491","0.173285198555957","0.217391304347826","66"
"25","hub","500","47","RFCI","1","0.231046931407942","0","55"
"25","hub","500","47","LRpS-GES","1","0.173285198555957","0","66"
"25","hub","500","48","CAM","0.924528301886792","0.176895306859206","0.173913043478261","68"
"25","hub","500","48","RFCI","1","0.231046931407942","0","55"
"25","hub","500","48","LRpS-GES","1","0.173285198555957","0","61"
"25","hub","500","49","CAM","0.836363636363636","0.166064981949458","0.391304347826087","60"
"25","hub","500","49","RFCI","1","0.23826714801444","0","56"
"25","hub","500","49","LRpS-GES","0.979166666666667","0.169675090252708","0.0434782608695652","56"
"25","hub","500","50","CAM","0.912280701754386","0.187725631768953","0.217391304347826","70"
"25","hub","500","50","RFCI","1","0.259927797833935","0","59"
"25","hub","500","50","LRpS-GES","1","0.227436823104693","0","67"
"25","hub","500","51","CAM","0.918032786885246","0.202166064981949","0.217391304347826","74"
"25","hub","500","51","RFCI","1","0.267148014440433","0","60"
"25","hub","500","51","LRpS-GES","1","0.169675090252708","0","63"
"25","hub","500","52","CAM","0.894736842105263","0.184115523465704","0.260869565217391","67"
"25","hub","500","52","RFCI","1","0.267148014440433","0","60"
"25","hub","500","52","LRpS-GES","1","0.169675090252708","0","63"
"25","hub","500","53","CAM","0.87037037037037","0.169675090252708","0.304347826086957","63"
"25","hub","500","53","RFCI","1","0.267148014440433","0","60"
"25","hub","500","53","LRpS-GES","1","0.166064981949458","0","61"
"25","hub","500","54","CAM","0.894736842105263","0.184115523465704","0.260869565217391","68"
"25","hub","500","54","RFCI","1","0.252707581227437","0","58"
"25","hub","500","54","LRpS-GES","1","0.176895306859206","0","63"
"25","hub","500","55","CAM","0.88235294117647","0.162454873646209","0.260869565217391","62"
"25","hub","500","55","RFCI","1","0.267148014440433","0","60"
"25","hub","500","55","LRpS-GES","1","0.209386281588448","0","68"
"25","hub","500","56","CAM","0.859649122807018","0.176895306859206","0.347826086956522","63"
"25","hub","500","56","RFCI","1","0.231046931407942","0","55"
"25","hub","500","56","LRpS-GES","0.977777777777778","0.15884476534296","0.0434782608695652","56"
"25","hub","500","57","CAM","0.886792452830189","0.169675090252708","0.260869565217391","64"
"25","hub","500","57","RFCI","1","0.252707581227437","0","58"
"25","hub","500","57","LRpS-GES","1","0.173285198555957","0","66"
"25","hub","500","58","CAM","0.924528301886792","0.176895306859206","0.173913043478261","67"
"25","hub","500","58","RFCI","1","0.23826714801444","0","56"
"25","hub","500","58","LRpS-GES","1","0.15884476534296","0","58"
"25","hub","500","59","CAM","0.894736842105263","0.184115523465704","0.260869565217391","66"
"25","hub","500","59","RFCI","1","0.252707581227437","0","58"
"25","hub","500","59","LRpS-GES","1","0.180505415162455","0","67"
"25","hub","500","60","CAM","0.88","0.15884476534296","0.260869565217391","61"
"25","hub","500","60","RFCI","1","0.245487364620939","0","57"
"25","hub","500","60","LRpS-GES","1","0.205776173285199","0","71"
"25","hub","500","61","CAM","0.872340425531915","0.148014440433213","0.260869565217391","58"
"25","hub","500","61","RFCI","1","0.231046931407942","0","55"
"25","hub","500","61","LRpS-GES","1","0.194945848375451","0","65"
"25","hub","500","62","CAM","0.836363636363636","0.166064981949458","0.391304347826087","60"
"25","hub","500","62","RFCI","1","0.252707581227437","0","58"
"25","hub","500","62","LRpS-GES","1","0.166064981949458","0","63"
"25","hub","500","63","CAM","0.884615384615385","0.166064981949458","0.260869565217391","63"
"25","hub","500","63","RFCI","1","0.252707581227437","0","58"
"25","hub","500","63","LRpS-GES","1","0.180505415162455","0","65"
"25","hub","500","64","CAM","0.893617021276596","0.151624548736462","0.217391304347826","59"
"25","hub","500","64","RFCI","1","0.223826714801444","0","54"
"25","hub","500","64","LRpS-GES","0.978723404255319","0.166064981949458","0.0434782608695652","59"
"25","hub","500","65","CAM","0.896551724137931","0.187725631768953","0.260869565217391","69"
"25","hub","500","65","RFCI","1","0.259927797833935","0","59"
"25","hub","500","65","LRpS-GES","1","0.15884476534296","0","60"
"25","hub","500","66","CAM","0.857142857142857","0.173285198555957","0.347826086956522","63"
"25","hub","500","66","RFCI","1","0.259927797833935","0","59"
"25","hub","500","66","LRpS-GES","1","0.180505415162455","0","61"
"25","hub","500","67","CAM","0.879310344827586","0.184115523465704","0.304347826086957","67"
"25","hub","500","67","RFCI","1","0.274368231046931","0","61"
"25","hub","500","67","LRpS-GES","0.981132075471698","0.187725631768953","0.0434782608695652","61"
"25","hub","500","68","CAM","0.883333333333333","0.191335740072202","0.304347826086957","68"
"25","hub","500","68","RFCI","1","0.252707581227437","0","58"
"25","hub","500","68","LRpS-GES","0.978723404255319","0.166064981949458","0.0434782608695652","59"
"25","hub","500","69","CAM","0.931034482758621","0.194945848375451","0.173913043478261","72"
"25","hub","500","69","RFCI","1","0.267148014440433","0","60"
"25","hub","500","69","LRpS-GES","1","0.227436823104693","0","66"
"25","hub","500","70","CAM","0.96078431372549","0.176895306859206","0.0869565217391304","69"
